,Reactant_1,Reactant_2,Ligand,Reagent,Solvent,Success
1431,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0,CN(C)C=O,1.0
1432,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,0,CN(C)C=O,1.0
1433,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,0,CN(C)C=O,1.0
1434,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,0,CN(C)C=O,1.0
1435,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,0,CN(C)C=O,1.0
1436,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,0,CN(C)C=O,1.0
1437,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,0,CN(C)C=O,1.0
1438,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0,CN(C)C=O,0.0
1439,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,0,0,CN(C)C=O,0.0
1440,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CO,1.0
1441,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[Na+],CO,1.0
1442,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[OH-].[Na+],CO,1.0
1443,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],CO,1.0
1444,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[OH-].[Na+],CO,1.0
1445,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[OH-].[Na+],CO,1.0
1446,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[OH-].[Na+],CO,1.0
1447,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[Na+],CO,1.0
1448,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,[OH-].[Na+],CO,1.0
1449,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[Na+],CO,1.0
1450,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,[OH-].[Na+],CO,1.0
1451,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,0,[OH-].[Na+],CO,1.0
1452,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,C(=O)(O)[O-].[Na+],CO,1.0
1453,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,C(=O)(O)[O-].[Na+],CO,1.0
1454,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,C(=O)(O)[O-].[Na+],CO,1.0
1455,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,C(=O)(O)[O-].[Na+],CO,1.0
1456,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C(=O)(O)[O-].[Na+],CO,1.0
1457,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,C(=O)(O)[O-].[Na+],CO,1.0
1458,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,C(=O)(O)[O-].[Na+],CO,1.0
1459,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,C(=O)(O)[O-].[Na+],CO,1.0
1460,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,C(=O)(O)[O-].[Na+],CO,1.0
1461,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,C(=O)(O)[O-].[Na+],CO,1.0
1462,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C(=O)(O)[O-].[Na+],CO,1.0
1463,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,0,C(=O)(O)[O-].[Na+],CO,1.0
1464,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CO,1.0
1465,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[F-].[Cs+],CO,1.0
1466,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[F-].[Cs+],CO,1.0
1467,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],CO,1.0
1468,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[F-].[Cs+],CO,1.0
1469,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[F-].[Cs+],CO,1.0
1470,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[F-].[Cs+],CO,1.0
1471,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[F-].[Cs+],CO,1.0
1472,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,[F-].[Cs+],CO,1.0
1473,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[F-].[Cs+],CO,1.0
1474,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,[F-].[Cs+],CO,1.0
1475,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,0,[F-].[Cs+],CO,1.0
1476,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1477,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1478,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1479,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1480,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1481,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1482,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1483,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1484,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1485,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1486,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1487,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,0,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,1.0
1488,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[K+],CO,1.0
1489,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[K+],CO,1.0
1490,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[OH-].[K+],CO,1.0
1491,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[K+],CO,1.0
1492,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[OH-].[K+],CO,1.0
1493,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[OH-].[K+],CO,1.0
1494,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[OH-].[K+],CO,1.0
1495,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[K+],CO,1.0
1496,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,[OH-].[K+],CO,1.0
1497,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[K+],CO,1.0
1498,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,[OH-].[K+],CO,1.0
1499,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,0,[OH-].[K+],CO,1.0
1500,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CO,1.0
1501,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[Li+].CC(C)(C)[O-],CO,1.0
1502,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[Li+].CC(C)(C)[O-],CO,1.0
1503,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],CO,1.0
1504,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Li+].CC(C)(C)[O-],CO,1.0
1505,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[Li+].CC(C)(C)[O-],CO,1.0
1506,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[Li+].CC(C)(C)[O-],CO,1.0
1507,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Li+].CC(C)(C)[O-],CO,1.0
1508,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,[Li+].CC(C)(C)[O-],CO,1.0
1509,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Li+].CC(C)(C)[O-],CO,1.0
1510,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,[Li+].CC(C)(C)[O-],CO,1.0
1511,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,0,[Li+].CC(C)(C)[O-],CO,1.0
1512,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CO,1.0
1513,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,CO,1.0
1514,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CCN(CC)CC,CO,1.0
1515,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CO,1.0
1516,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CCN(CC)CC,CO,1.0
1517,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,CCN(CC)CC,CO,1.0
1518,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,CCN(CC)CC,CO,1.0
1519,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,CO,1.0
1520,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,CCN(CC)CC,CO,1.0
1521,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,CCN(CC)CC,CO,1.0
1522,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CCN(CC)CC,CO,1.0
1523,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,0,CCN(CC)CC,CO,1.0
1524,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0,CO,1.0
1525,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,0,CO,1.0
1526,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,0,CO,1.0
1527,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0,CO,1.0
1528,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,0,CO,1.0
1529,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,0,CO,1.0
1530,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,0,CO,1.0
1531,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,0,CO,1.0
1532,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,0,CO,1.0
1533,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,0,CO,1.0
1534,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0,CO,0.0
1535,C1=CC2=C(C=CC(=C2)I)N=C1,B(C1=C(C=CC2=C1C=NN2C3CCCCO3)C)(O)O,0,0,CO,1.0
