,c_cat,c_sub,kc,v,log_gamma,log_lambda,k0,filename,class
458,0.204714549,0.003588174,0.488383712,0.506322357,-1.756275251,-2.294950739,87.19196814,CV1472.csv,D
459,0.586405809,0.146998858,5509.660624,30.61421925,-0.600884304,0.432966407,10.13989697,CV1473.csv,KG
460,0.001806287,0.009604621,15.01425022,0.237184063,0.725693415,-2.532228547,80.7034778,CV1479.csv,D
461,5.26783102,0.009356126,103.5133698,0.203659407,-2.750535795,1.837290291,5.262251054,CV1481.csv,D
462,0.009365284,8.263007864,70.70608297,0.642487261,2.945617193,-1.577320286,9.306426159,CV1485.csv,KS
463,0.234444869,0.00043541,1.009850913,0.442666498,-2.731142227,-1.862212177,81.36372854,CV1489.csv,D
464,2.158820936,0.004571448,0.013064666,0.358956071,-2.674162796,-2.695159898,47.49792724,CV1491.csv,D
465,0.002409398,0.000173589,2249.979452,3.659876087,-1.142387576,-1.419812763,3.997053398,CV1492.csv,D
466,0.000170748,0.000243408,46087.46226,0.055750245,0.153979052,0.559259148,4.307954822,CV1494.csv,KG
467,0.020606517,0.00017186,6718.116897,0.087747352,-2.0788286,1.607584606,90.82713383,CV1496.csv,D
468,7.148685813,0.070027572,0.005927702,0.020037394,-2.008957143,-1.265162165,23.13946155,CV1498.csv,D
469,0.439222307,0.024685516,1719.823589,0.050952748,-1.250242183,2.580567163,11.61957209,CV1502.csv,KG
470,0.253506065,0.072301462,2.820447569,0.00327007,-0.544841273,0.749315841,4.750827081,CV1509.csv,KG
471,0.046360712,0.001293618,26.68081655,0.00188019,-1.554343883,1.227713885,17.89438646,CV1512.csv,D
472,4.752844671,0.044114055,5.107960288,32.79327538,-2.032376641,-1.72101718,1.285954947,CV1516.csv,D
473,1.137835565,0.088569893,3550.033968,75.87333093,-1.108793383,0.135789345,1.112344741,CV1519.csv,KG
474,0.012768358,0.000765838,1.672726696,0.27957139,-1.22199819,-2.707366216,2.199729385,CV1522.csv,D
475,0.000334135,0.033525356,0.758719829,0.0062028,2.001451775,-2.979018231,14.92627514,CV1523.csv,KD
476,0.333138275,0.191985771,33598.74346,0.260857462,-0.23935549,3.042110786,1.268723561,CV1533.csv,KG
477,0.015369421,0.000606858,41208.94184,18.26170609,-1.403570169,-0.050325905,28.59640609,CV1535.csv,D
478,0.006910788,0.000103591,31.02971405,2.306462038,-1.82420374,-2.622074511,8.608143187,CV1538.csv,D
479,0.122555556,0.001988867,588.6392825,15.24182194,-1.789727271,-0.915288155,6.668818631,CV1539.csv,KD
480,0.00012618,0.051491701,3173.542037,2.949846808,2.610747782,-2.45769927,1.730281781,CV1540.csv,KS
481,0.215970818,0.011148594,4.334889233,5.333383037,-1.287174979,-2.346063214,39.06928229,CV1547.csv,D
482,0.174318768,0.013023125,0.090714103,0.054204107,-1.12662893,-2.125446748,3.728681416,CV1549.csv,D
483,0.277451794,0.006880469,21.15919634,0.040507842,-1.605569474,0.570714078,1.408065292,CV1551.csv,D
484,0.184820296,0.000455299,37483.10736,1.017760404,-2.608453205,2.24250618,2.701288883,CV1553.csv,D
485,0.57594226,1.318638628,6271.938694,2.940048075,0.359746848,1.498992802,14.80375712,CV1554.csv,KT
486,1.112804578,2.160278087,95.3242793,0.372166141,0.288090757,0.864452058,5.960652085,CV1558.csv,KG
487,0.004973866,0.437425754,1575.684099,0.009412624,1.944210308,1.33001897,1.704721236,CV1561.csv,K
488,0.038360087,0.004290983,89194.51921,0.019870618,-0.951322759,3.645572866,9.994456309,CV1562.csv,KG
489,0.000962514,0.619897592,36948.99231,0.047626863,2.808912676,1.282724377,12.56470755,CV1564.csv,K
490,2.025643793,0.372442678,1.912982782,0.375668549,-0.735503636,-0.576964215,66.45403412,CV1566.csv,D
491,0.065827551,0.294296358,12.59688636,2.811208709,0.650377191,-2.120655698,42.63129407,CV1570.csv,D
492,0.350695953,0.000516627,1.891126241,5.981390238,-2.831753719,-2.545584379,1.164738656,CV1572.csv,D
493,0.001037,0.006920269,7614.676788,0.026473145,0.824344171,0.884191217,23.80496435,CV1582.csv,KG
494,0.121818445,0.000499972,89.24053883,5.148099604,-2.386767568,-1.265805222,88.99294838,CV1585.csv,D
495,8.023048497,0.069156088,0.050051822,1.177422404,-2.064509001,-2.057606505,6.440761657,CV1587.csv,D
496,0.00190751,0.000427034,79.03949375,0.73866319,-0.650004611,-2.280569012,7.609210637,CV1589.csv,D
497,0.000290877,0.001410854,76801.46929,0.003340762,0.685773145,2.234799582,12.21923999,CV1591.csv,KT
498,0.016887387,0.352019591,430.732516,9.474076733,1.319004378,-1.705200301,10.63475013,CV1593.csv,KS
499,0.010454203,0.007420108,0.095481762,0.001120296,-0.148880678,-1.640554769,2.293151509,CV1595.csv,D
500,0.003625672,0.276722529,96.81346388,2.663105377,1.882656054,-2.470497645,55.1355567,CV1606.csv,KD
501,0.004234716,0.122543464,47103.28671,0.077743815,1.461465848,1.81877615,8.944049387,CV1608.csv,K
502,0.882593605,0.367856237,21.35377656,8.508723244,-0.380082653,-1.245062445,14.49717106,CV1609.csv,D
503,1.825964782,0.138471453,0.028591716,0.303639091,-1.120132147,-2.355058575,4.024783481,CV1611.csv,D
504,5.107937297,0.508537541,4660.099525,6.829412708,-1.001922538,1.951823874,25.37732157,CV1613.csv,KG
505,0.008434807,0.208424101,63.58737188,0.002381768,1.392872805,0.762112959,2.849451282,CV1615.csv,K
506,1.604949013,0.28174325,6430.845891,17.25801424,-0.75560772,1.186305002,37.17538756,CV1624.csv,KG
507,0.030936209,0.514356352,2335.340058,0.945951795,1.220797019,0.292514695,11.59076192,CV1625.csv,KG
508,0.010296453,0.000409423,220.3969559,0.005626539,-1.40051503,1.015218343,93.5803955,CV1631.csv,D
509,0.124609575,3.36002168,281.3906759,0.00199521,1.430790665,2.654438927,3.068006622,CV1633.csv,K
510,1.985847933,0.269756724,89084.19759,3.267717031,-0.86697371,3.143068703,2.608417679,CV1635.csv,KG
511,0.805700107,0.005791192,2091.015923,0.00696335,-2.143405421,3.793279017,19.33060528,CV1637.csv,D
512,0.119070775,0.000131744,251.374629,0.002650329,-2.95607432,2.462393319,1.599884693,CV1641.csv,D
513,0.000572048,0.518661532,23988.44967,0.386271758,2.9574517,-0.039891953,7.663437484,CV1642.csv,KS
514,0.397173545,8.87257729,15.14401997,0.010996002,1.349069478,1.147553167,6.032307764,CV1643.csv,K
515,0.044663372,0.228683556,4.684823727,0.01498823,0.709283431,-0.445539093,18.43308591,CV1644.csv,KG
516,0.028097698,0.000380849,53.99801129,0.178496661,-1.867917879,-0.661015109,5.697230686,CV1645.csv,D
517,0.287528556,0.001418084,1.008856202,3.237531935,-2.306978978,-2.638137326,63.66893712,CV1646.csv,D
518,0.000355783,0.215750327,11.21148184,0.015652455,2.782766693,-2.1841682,4.738844502,CV1647.csv,KS
519,0.065990362,0.005094492,6.679703924,1.110871585,-1.112379643,-1.991859654,29.34882298,CV1653.csv,D
520,0.166106021,0.026542975,14.69631408,1.169185907,-0.796435777,-1.27072329,53.35724205,CV1654.csv,D
521,0.004480891,0.002436434,25473.20407,15.18285167,-0.264609831,-0.714338881,1.437835654,CV1658.csv,KG
522,0.035688655,0.041537958,28481.34312,29.57621197,0.065914959,-0.054285418,2.796421702,CV1660.csv,KG
523,0.01344125,0.000116683,0.192717333,0.001584893,-2.061432512,-1.377073143,76.80098133,CV1661.csv,D
524,0.001801698,0.012940236,3376.338596,3.795520162,0.856260118,-1.385576733,97.4933157,CV1663.csv,KG
525,0.018104504,5.444579275,36354.07219,0.569245663,2.478177703,1.47260644,23.84171753,CV1665.csv,K
526,0.024653034,0.010160742,3789.446599,33.73030448,-0.384944957,-1.148007617,1.738722822,CV1668.csv,D
527,0.301658931,0.282495096,2.720900684,0.001778004,-0.028505275,1.073862547,4.672375699,CV1680.csv,KG
528,0.009087021,0.000285331,2266.295294,0.001075769,-1.50307291,2.691585529,1.502598826,CV1682.csv,D
529,0.006114469,0.02923825,34.76170119,0.016731482,0.679592621,-0.48650816,4.808152275,CV1685.csv,KG
530,0.032176595,0.00011408,0.004038229,0.001674174,-2.450330005,-2.700503043,11.56524194,CV1688.csv,D
531,0.110243141,0.069459373,2962.372944,45.44690119,-0.200620718,-0.733946481,53.58307143,CV1690.csv,KG
532,0.024398347,0.291832216,9405.053164,52.9509378,1.077772826,-0.953585512,19.87323277,CV1691.csv,KG
533,2.530881591,0.002963786,859.4509253,0.03548844,-2.931424926,3.196972489,95.02129186,CV1693.csv,D
534,1.879971966,0.124584744,0.037777652,0.061405449,-1.178686508,-1.527254089,2.005659088,CV1695.csv,D
535,5.188474054,0.300352992,53.05573609,3.041652608,-1.237407686,0.366228866,2.345163343,CV1706.csv,KG
536,1.264422555,0.00316142,1837.843775,1.10767599,-2.602010087,1.731354567,5.240244985,CV1709.csv,D
537,0.000802665,0.706042656,1869.945102,12.36311295,2.944296627,-2.506198184,1.413953503,CV1710.csv,KS
538,1.562905455,5.572040943,0.037931618,0.103648003,0.552081592,-1.833060386,1.235389111,CV1714.csv,KG
539,0.253632729,0.005359891,151.1561282,4.19056191,-1.675049337,-0.629074725,1.24317646,CV1716.csv,D
540,1.761888985,0.008746186,88.05865969,16.16412925,-2.304159848,-0.60823522,91.92631957,CV1719.csv,D
541,0.008810196,0.00540638,138.9056598,0.003387051,-0.212078963,0.967450313,1.555273716,CV1721.csv,KG
542,2.986553909,6.629603193,23.10463448,0.006318517,0.346317177,2.447820783,1.404959006,CV1723.csv,KT
543,0.002665698,0.017637952,34361.20617,0.00844147,0.820637154,2.445027804,15.30752224,CV1724.csv,KT
544,7.291671089,1.94690212,2.626265603,0.015469408,-0.573482952,1.502258508,31.48082148,CV1725.csv,KG
545,0.917926063,0.011011695,383.5987617,0.18740493,-1.920953509,1.68347037,95.06433752,CV1730.csv,D
546,0.08912511,4.399108207,95623.71862,0.210665731,1.693364565,3.016538297,48.67624609,CV1737.csv,K
547,0.029422848,4.868130015,0.386657922,0.001111154,2.218677462,-0.580196004,3.340040081,CV1739.csv,K
548,0.000822323,0.002395084,6.976989553,0.014476263,0.4642782,-1.992379332,2.334627644,CV1740.csv,D
549,0.045041421,0.044288366,93921.07396,0.021718764,-0.007322425,3.699106509,10.48486352,CV1744.csv,KT
550,0.000100613,0.038380025,85.0020522,0.00882716,2.581451223,-1.604171069,9.417589907,CV1745.csv,KS
551,0.105675258,0.309799604,41.02531553,7.114426101,0.467107543,-1.805548144,1.844762298,CV1758.csv,D
552,0.000577283,0.216380672,1368.692109,3.131095933,2.573829637,-2.188435299,1.618632105,CV1759.csv,KS
553,1.130285791,0.005097068,16.56714321,21.10739905,-2.345867837,-1.642432343,7.881805432,CV1761.csv,D
554,0.022557409,0.101686907,0.498940704,0.021117927,0.653975821,-1.86374665,1.589841618,CV1766.csv,KG
555,5.708555934,0.101307639,46223.41765,18.85798155,-1.750884068,2.55545959,38.77134965,CV1767.csv,D
556,0.909082392,0.119563443,21.40517993,0.057454571,-0.881004832,0.939364027,50.05819839,CV1769.csv,KG
557,0.009306362,0.002461487,18.32499097,1.265903452,-0.577582437,-2.461010377,31.28664733,CV1771.csv,D
558,0.54490621,0.230182211,0.088813289,0.241402633,-0.374249999,-2.288375808,4.718829593,CV1774.csv,D
559,5.393680227,0.005709586,40.34509224,0.001001431,-2.975280601,3.746621309,31.54122786,CV1775.csv,D
560,0.000328315,0.014323522,733.1584631,0.007405719,1.639758521,-0.078511603,6.304963216,CV1783.csv,K
561,0.001056547,0.024967946,24678.75597,5.520220315,1.373493969,-0.91617781,28.16976976,CV1788.csv,K
562,2.807061002,0.006243776,0.054585886,0.035650898,-2.652804522,-0.957171777,3.909929547,CV1792.csv,D
563,9.927607428,3.901991223,0.007009176,0.216242627,-0.405558307,-2.082863266,76.91352653,CV1795.csv,D
564,0.00080996,0.381624869,8.835128756,0.078380859,2.673172933,-2.629966918,2.350849366,CV1798.csv,KS
565,0.000704698,0.001055405,72628.91328,11.30052833,0.175416332,-0.934419764,73.07040479,CV1800.csv,KG
566,6.964178782,2.41145638,36415.14067,8.228526445,-0.460590501,2.898396317,1.35338533,CV1803.csv,KG
567,0.030671426,0.039854933,49.45863161,0.017749303,0.113748117,0.341361246,21.60676063,CV1804.csv,KG
568,0.043065271,3.084296735,5993.884903,3.044515396,1.855028972,0.337883889,5.816006777,CV1805.csv,K
569,0.094226037,4.37475508,64.94959869,2.175720638,1.666782817,-1.141289249,28.6472026,CV1808.csv,K
570,0.010301757,0.000172246,4888.60191,0.147664336,-1.77676269,0.94238684,63.40209807,CV1810.csv,D
571,0.028751153,0.000709554,155.2584415,5.27152386,-1.607669543,-1.662659204,59.02746159,CV1813.csv,D
572,0.569490741,0.3862286,246.306667,0.154715172,-0.168642238,1.366996413,3.527154114,CV1814.csv,KG
573,0.815436492,0.157489469,143.7711,0.126843303,-0.714138623,1.375360677,18.09690642,CV1815.csv,KG
574,5.616966538,0.335239066,22547.42412,22.30338424,-1.224147215,2.163794487,1.067684874,CV1818.csv,KG
575,3.508207696,1.834871663,0.244636547,0.006842007,-0.281479603,0.5079896,11.02806682,CV1820.csv,KG
576,1.119806191,0.002067574,425.2378384,9.125660201,-2.733681841,0.127076956,3.275012741,CV1821.csv,D
577,0.038704943,0.010450255,30.30614747,7.768906352,-0.568639535,-2.411496244,8.39450738,CV1829.csv,D
578,0.610637882,0.001790396,8.93537913,0.132711831,-2.53283459,0.023553568,7.246965446,CV1835.csv,D
579,0.018844056,1.364214074,560.6831993,0.016246598,1.859708143,1.22269598,58.08731368,CV1838.csv,K
580,0.000725905,0.260979137,4.231398511,0.003926938,2.55572609,-1.697123927,9.608286275,CV1839.csv,KS
581,0.733723125,3.751941158,43801.06738,0.351272352,0.708723811,3.370939416,1.078455604,CV1840.csv,KT
582,0.003888179,0.100209022,1268.757999,0.00223098,1.411160545,1.754195931,3.11933465,CV1844.csv,K
583,0.125246902,0.813101198,18.9310217,20.81430155,0.812377609,-2.533854314,42.5441979,CV1854.csv,D
584,1.935347969,1.303811634,907.6057978,0.08226334,-0.171544209,2.739016465,72.39564159,CV1856.csv,KG
585,0.319093085,0.001040487,2269.840703,12.09129717,-2.486680919,0.187006361,2.017253309,CV1857.csv,D
586,0.005653747,0.006766135,53079.66438,0.00198233,0.078004251,3.589655036,30.66558316,CV1862.csv,KT
587,0.021844063,0.005555147,10.21587859,0.009897725,-0.594637851,-0.237359756,4.591072239,CV1867.csv,KG
588,0.00378933,3.706112124,23075.13236,1.5864545,2.990356157,0.15084546,42.47470272,CV1868.csv,K
589,1.56688878,0.023073456,0.034341836,0.001187439,-1.831925515,0.065817028,5.58187634,CV1870.csv,D
590,0.115018144,8.078292804,471.1819724,4.906625865,1.846553237,-0.547261441,5.159414074,CV1872.csv,K
591,0.021315401,0.00059151,2248.996756,4.527260041,-1.556731694,-0.565586617,6.496895897,CV1875.csv,D
592,0.036957072,0.009475391,191.8287162,0.279887869,-0.591100401,-0.18680642,41.71889564,CV1877.csv,KG
593,1.6259959,6.606948333,2.192509617,0.60547092,0.608881464,-0.820465853,20.05659912,CV1884.csv,KG
594,4.02002665,0.191195619,731.1333631,0.420715494,-1.322750996,2.253803511,2.150215853,CV1892.csv,KG
595,0.002401884,0.434243046,1206.769795,0.522379794,2.257180764,-0.846243347,20.09115134,CV1895.csv,KS
596,0.000100701,0.015552883,188.4024222,0.002984231,2.188779041,-0.787147584,26.07761616,CV1906.csv,KS
597,0.353984216,0.524766981,72529.71511,4.2223078,0.170982604,2.193516462,1.882331039,CV1912.csv,KG
598,0.030809863,0.001168567,1708.144897,1.328296615,-1.421036091,0.007485889,38.09078772,CV1914.csv,D
599,0.195822521,5.902048244,165.9250344,0.001053041,1.479140117,2.898895955,9.775259993,CV1915.csv,K
600,3.889738327,0.015872289,411.0756935,0.00721669,-2.389280811,3.755070593,4.711683723,CV1917.csv,D
601,0.002206556,0.035961475,33587.79065,9.470265787,1.212122544,-0.696899297,29.2353257,CV1921.csv,KG
602,0.050410785,0.944071036,44537.1338,0.013410133,1.27248121,3.633379139,2.75815037,CV1923.csv,KT
603,0.439743088,0.015710007,1935.567192,0.671977921,-1.44702265,1.512218753,15.11920286,CV1925.csv,D
604,2.119164896,0.055961975,0.039106697,0.003209529,-1.578271714,-0.178458881,1.801585027,CV1927.csv,D
605,0.000532947,0.079390831,1470.680198,20.01976358,2.173085951,-2.997689819,40.87394695,CV1928.csv,KD
606,5.066913348,1.796015158,0.092686331,9.99822418,-0.45043348,-2.918597218,3.5168415,CV1931.csv,D
607,0.000426528,0.017100312,210.490599,0.9016267,1.603056108,-2.59227964,3.868071799,CV1934.csv,KD
608,0.009033062,0.088478999,5049.219129,22.59055645,0.991005206,-1.285301233,40.61303996,CV1937.csv,KG
609,0.00044898,0.000207967,368.4262255,0.105095151,-0.334231532,-1.393439007,1.491256542,CV1941.csv,D
610,0.115154053,0.000415569,7139.82263,0.0044064,-2.442635785,3.680449198,31.60616464,CV1943.csv,D
611,0.037543365,0.335095614,41087.92519,0.119438721,0.950635543,2.520668751,35.83456004,CV1947.csv,KG
612,0.004842326,0.609775192,2.519831318,0.012468401,2.100115768,-1.599818836,2.466826735,CV1950.csv,KS
613,0.779759581,9.10141254,2.770373782,0.002774495,1.06714808,1.300881605,1.922615123,CV1952.csv,KG
614,0.12964503,1.664920029,19331.64458,58.91238948,1.108637506,0.038384519,30.77834461,CV1955.csv,KG
615,0.074843775,2.538489244,0.781116248,0.051338322,1.530419641,-1.534003831,5.242062999,CV1956.csv,KS
616,0.004410677,0.002339802,96.12635422,6.912107929,-0.275326216,-2.802696296,8.558653006,CV1958.csv,D
617,4.530487565,5.813655975,340.9210333,0.010888944,0.108304386,3.561379459,40.42674565,CV1965.csv,KT
618,0.001950399,0.044678836,6.518752838,0.190209633,1.359978281,-2.765377939,33.85337583,CV1968.csv,D
619,0.334244263,0.004015578,285.9519136,0.005585071,-1.92031585,2.642894763,30.23328028,CV1972.csv,D
620,0.171993494,0.003150583,2189.075782,0.016452438,-1.737121153,2.769109045,18.08030834,CV1974.csv,D
621,0.775967154,0.02515101,691.9031535,0.853634732,-1.489287906,1.208183054,1.5125586,CV1982.csv,D
622,2.408420886,0.003778237,29.95158509,0.150934508,-2.804443157,1.088930136,58.0728891,CV1985.csv,D
623,0.004966759,0.816185267,4574.659821,10.96890554,2.215715672,-1.27416493,2.547089535,CV1987.csv,KS
624,5.698129494,0.545369181,67.2399727,0.132488207,-1.019041722,1.870749104,1.005053528,CV1988.csv,KG
625,0.046551423,0.091288403,5156.174555,0.001764061,0.292482646,3.543313355,3.324602939,CV1989.csv,KT
626,0.000145922,0.002409624,5.833069807,0.0013269,1.217828252,-1.783253599,6.167408558,CV1993.csv,KD
627,0.094607874,0.000554279,3492.423291,85.07854423,-2.232198903,-1.001199409,2.499176848,CV1999.csv,D
628,0.203774997,1.637370567,44.35720904,0.485972522,0.904996083,-0.320930122,3.87340515,CV2000.csv,KG
629,0.012497212,0.190514975,81427.73076,0.01768917,1.183115999,3.16944448,13.63030093,CV2007.csv,KT
630,0.009195321,0.004745013,4302.682594,0.043923699,-0.287329491,1.364173775,2.057044165,CV2009.csv,KG
631,2.732682489,0.009357604,0.430806743,7.04061007,-2.465424525,-2.367172143,4.579879083,CV2010.csv,D
632,3.916576978,0.006179084,160.2016342,0.00313654,-2.80198258,3.710689268,9.567359335,CV2011.csv,D
633,5.015279434,0.006037469,25.71152987,18.57262663,-2.919440194,-0.748883791,10.87268859,CV2012.csv,D
634,0.078838398,5.781815331,0.086719247,0.017802941,1.865326428,-2.006071982,18.73939822,CV2013.csv,KS
635,0.016161259,0.004023282,0.165834996,0.001252609,-0.603894712,-1.26009775,4.293958931,CV2014.csv,D
636,2.741082838,7.573269405,1368.824005,0.031033919,0.441361246,3.491999629,1.339641881,CV2018.csv,KT
637,5.025141334,2.671812075,0.773365522,33.40333201,-0.274342373,-2.52469022,3.240203227,CV2021.csv,D
638,0.001036538,0.546856635,20.25429692,0.031582568,2.722288108,-1.767778411,1.353971737,CV2023.csv,KS
639,0.21942233,0.008290169,0.57131106,0.934591981,-1.422717443,-2.462902113,1.044768992,CV2025.csv,D
640,0.000954682,0.000369493,312.7940254,0.307847697,-0.412251925,-1.603652434,28.09078134,CV2026.csv,D
641,0.007686878,0.915927598,21107.25065,0.170019441,2.076111171,1.389249539,73.756876,CV2027.csv,K
642,0.190545456,0.022998381,51.09415504,16.98098571,-0.918301329,-1.832026596,19.64263934,CV2028.csv,D
643,0.670641736,8.683486988,2620.604873,0.098607777,1.112203581,2.660547435,5.03077982,CV2030.csv,KG
644,0.008074703,0.0077088,23248.40393,36.88661636,-0.020139792,-0.88378265,58.01342115,CV2037.csv,KG
645,0.612874901,0.534315857,1500.93334,0.038416948,-0.059573773,2.788776867,10.27391576,CV2038.csv,KG
646,0.012040687,4.934725181,73.09501961,0.002565257,2.612611714,0.944974596,5.71107274,CV2042.csv,K
647,0.018439141,0.000736604,2291.081384,0.161509895,-1.398506536,0.827148561,7.140190382,CV2043.csv,D
648,0.025848723,0.032182611,993.2114032,53.16572483,0.095182189,-1.906584472,4.078811086,CV2044.csv,D
649,1.633549472,0.003149034,26.95656145,1.44664908,-2.714954941,-0.106999927,5.825749209,CV2049.csv,D
650,0.088974419,0.031291854,2480.45053,25.60879004,-0.453833865,-0.655026846,12.78177475,CV2050.csv,KG
651,8.919471196,2.263559315,2.7997709,0.110989966,-0.595547228,0.761744367,2.967442621,CV2051.csv,KG
652,0.053156708,0.010106642,0.496622432,0.084610149,-0.720951217,-2.096271564,8.586226378,CV2054.csv,D
653,0.690096883,1.611531557,1178.815832,0.005635215,0.368328748,3.569012034,2.516903662,CV2058.csv,KT
654,0.174954198,0.002090934,3.783293647,0.169340537,-1.92258406,-0.99840003,46.9805645,CV2066.csv,D
655,0.000937317,0.005305209,54.431892,0.170878588,0.752815879,-2.115381111,11.22912132,CV2070.csv,D
656,0.193109081,0.001057171,3155.917054,50.80056683,-2.261657609,-0.511373798,17.17640475,CV2074.csv,D
657,0.0009342,0.000756786,34916.28962,0.030688011,-0.091466856,1.436065531,23.11122182,CV2079.csv,KG
658,0.000239942,0.190722937,36.39746422,0.003611049,2.900296063,-1.206888879,1.815703251,CV2082.csv,KS
659,0.639149226,0.066060735,0.088769745,0.013145715,-0.985658865,-0.955350504,44.88853093,CV2089.csv,D
660,0.05051451,0.016611048,0.766829714,0.105835264,-0.483019106,-2.026948835,1.778690397,CV2090.csv,D
661,0.500496954,0.297879745,3945.996497,40.6307587,-0.225360465,0.096269685,42.82407251,CV2094.csv,KG
662,0.006069368,1.168075871,5.535693239,0.031266374,2.284327577,-1.559195537,68.35923912,CV2095.csv,KS
663,0.223565164,0.001691196,0.819185932,0.059292501,-2.121210301,-1.100646666,2.912625184,CV2097.csv,D
664,0.411494746,1.684014725,142.2809077,0.515988964,0.61198159,0.464436992,1.824412427,CV2102.csv,KG
665,0.095333941,0.001082219,15996.71294,0.078340948,-1.944932256,2.698855958,38.7875857,CV2106.csv,D
666,4.900040434,0.358832836,3.717586235,0.121639183,-1.135307486,0.584953702,1.336971425,CV2108.csv,KG
667,0.00026234,0.022824941,26671.80028,0.497574725,1.939544495,-0.44237433,2.867369854,CV2109.csv,K
668,0.005795294,1.862835683,338.3393915,0.002724635,2.507099053,1.266686275,43.8268677,CV2112.csv,K
669,0.345814027,0.03124311,114.8464616,0.00152889,-1.044088344,2.824150378,15.58546822,CV2113.csv,KG
670,0.000239535,0.002746015,5667.368715,1.151355172,1.059334657,-1.518893047,81.29478346,CV2114.csv,KG
671,0.373996405,6.398120289,306.7119181,0.51411835,1.233184973,0.758101458,6.12260997,CV2117.csv,KG
672,0.05363212,4.632624054,148.1049043,0.561014805,1.936402097,-0.439413438,8.529530265,CV2122.csv,K
673,0.001823297,0.079774092,5371.902461,0.261543868,1.64100453,-0.0169926,6.715274069,CV2124.csv,K
674,0.000846063,0.000186396,393.9578925,0.006575477,-0.656967033,0.114491523,67.05921905,CV2125.csv,KG
675,3.002984199,9.865004356,0.357665519,0.006605854,0.516544234,0.62066766,60.41739663,CV2127.csv,KG
676,0.000366176,0.019367542,12737.42226,2.801389721,1.723384138,-1.369035135,7.374969528,CV2130.csv,KS
677,3.159077648,5.701538306,0.487430486,0.571130693,0.256431746,-1.159696028,1.265761375,CV2135.csv,KG
678,0.837629703,5.211846935,0.046020352,0.001832148,0.793939583,-0.267392026,1.613386929,CV2144.csv,KG
679,0.35948907,0.023638377,11553.92694,78.85265011,-1.18206804,0.131165497,18.94379943,CV2145.csv,KG
680,0.003635793,0.005558279,5334.803058,0.001890063,0.184341213,2.4208077,3.534524568,CV2147.csv,KT
681,1.373653869,0.002602904,5.283009904,0.003391859,-2.722419108,1.739887384,58.73596373,CV2152.csv,D
682,6.938333099,0.889293583,22362.87749,3.057495269,-0.892209987,3.11498352,11.45301661,CV2155.csv,KG
683,0.041395543,0.004280425,299.7368664,0.01678007,-0.985466646,1.278466463,3.59031251,CV2156.csv,KG
684,7.023626824,0.009357403,5.466199467,0.00454733,-2.875406083,2.336056953,2.251579497,CV2158.csv,D
685,0.169618348,0.035351089,0.075702925,0.203246748,-0.681070028,-2.78987163,21.73715058,CV2159.csv,D
686,0.000386318,0.074859344,52.58650225,0.026442448,2.287300974,-1.704915843,2.030980302,CV2161.csv,KS
687,0.12563024,0.075234646,66907.1131,15.91990488,-0.222676308,1.132192495,88.12918652,CV2166.csv,KG
688,0.104182386,0.316885244,7.193252336,0.353601367,0.483107719,-1.264227859,22.54473893,CV2168.csv,KG
689,0.000290495,0.255506859,4.558661706,0.013534428,2.944263887,-2.599897369,99.85788507,CV2171.csv,KS
690,0.008919595,4.687443572,130.2009376,0.001276923,2.72059092,1.368361148,13.43996923,CV2172.csv,K
691,0.018675917,1.007797223,28.92950668,0.001650734,1.732091221,0.924512272,3.231366754,CV2173.csv,K
692,0.005640933,0.000720882,44819.73805,94.2550149,-0.893486851,-1.161917759,41.51254031,CV2174.csv,D
693,2.63137105,1.033594931,8.957587672,4.387116319,-0.405831722,-0.860239506,4.200036038,CV2176.csv,KG
694,0.005504417,0.045374977,23.20988552,1.306213145,0.916105104,-2.600063254,12.91827956,CV2178.csv,D
695,0.671613522,0.538152143,0.191494441,0.003461575,-0.096214357,-0.020431616,25.66002449,CV2180.csv,KG
696,0.001078099,0.649683512,0.368150979,0.001194272,2.780043351,-2.068852277,32.79533685,CV2182.csv,KS
697,0.010565179,0.000363469,11832.8166,0.001020701,-1.463409002,3.497632791,4.59732536,CV2187.csv,D
698,0.000648525,0.000258298,6.776815894,0.079074672,-0.39980596,-2.845518788,4.362353276,CV2191.csv,D
699,0.003246148,0.071372819,20.86826323,0.127673381,1.342164528,-1.865679249,2.170780027,CV2196.csv,KD
700,0.004824224,1.210655101,59907.54343,0.288417143,2.399592966,1.410454394,37.15390062,CV2207.csv,K
701,0.221379909,0.004434555,79357.60225,11.87202629,-1.698288152,1.579768375,5.056639739,CV2209.csv,D
702,0.091157663,0.000376271,23492.42352,0.027913552,-2.384292794,3.294472392,5.252156022,CV2213.csv,D
703,0.903125078,0.020981362,9309.412895,91.29652163,-1.633914225,0.373782446,19.17292024,CV2216.csv,D
704,0.001406415,0.083077753,3422.400238,37.33593343,1.771371184,-2.480116177,1.485985111,CV2222.csv,KD
705,0.001583643,0.79345395,120.7964094,0.008904851,2.699864431,-0.25834885,27.49444089,CV2228.csv,KS
706,8.857039731,0.026938779,6.826049867,0.279241986,-2.516910689,0.745043815,15.49196456,CV2234.csv,D
707,0.00940313,0.002932532,17161.34669,0.031732515,-0.506029672,2.115885792,34.10767493,CV2236.csv,KG
708,1.374123822,0.538682962,3.504676854,0.125790922,-0.40669263,-0.007408969,4.74036148,CV2238.csv,KG
